Deutsch,English
steigst ,climbing
identisch ,identical
bange ,anxious
bekämpft ,fought
jep ,Yup
gastgeber ,host
innenstadt ,Downtown
mitbewohnerin ,flatmate
papas ,dad
schwindelig ,dizzy
dc ,DC
ratschlag ,Advice
scham ,shame
intensiv ,intensive
amigo ,amigo
louie ,louie
defekt ,malfunction
beziehen ,relate
or ,or
talentiert ,talented
bridget ,bridget
gretchen ,gretch
angezeigt ,displayed
schaufel ,shovel
erschüttert ,shocked
reingefallen ,fell for
vetter ,cousin
braunen ,tan
boys ,boys
bestechen ,bribe
rücksitz ,back seat
sicherzustellen ,ensure
verärgern ,ancient
magier ,magician
management ,management
eröffnung ,opening
grill ,grill
schiffen ,ship
passte ,fit
deacon ,deacon
chefs ,bosses
verbinde ,combine
würfel ,dice
physik ,physics
dosen ,doses
grove ,grove
champ ,champion
möchtet ,want
porno ,porn
absoluter ,absolute
stadion ,Stadion
abgeschossen ,shot down
streben ,strive
durchstehen ,get through
beging ,committed
streik ,strike
weiterfahren ,continue
ramon ,ramon
tipps ,tips
sweet ,sweet
hinsehen ,look
isabel ,Isabel
starte ,start
plätzchen ,cookie
magazine ,magazine
wanda ,wall
beruht ,is based
ragnar ,Ragnar
korruption ,corruption
wimmelt ,swimming
hook ,hook
lux ,lux
abgestellt ,switched off
liefere ,delivery
anschließend ,afterward
grube ,pit
mei ,Mei
flieht ,flees
schriftlich ,in written form
kamerad ,mate
irrelevant ,irrelevant
ironisch ,ironic
herab ,down
friedrich ,Frederick
stier ,bull
entschluss ,decision
gescheitert ,failed
begrüße ,greet
kitt ,putty
desaster ,disaster
wachsam ,vigorously
startklar ,ready to go
gutmachen ,do well
log ,log
luca ,luca
hypothek ,mortgage
anhand ,based
schlagzeilen ,headlines
auslöser ,trigger
gaius ,Gaius
kündigung ,termination
atlantis ,Atlantis
entzug ,withdrawal
server ,server
adele ,nobility
leibwächter ,bodyguard
abzulenken ,distract
angeben ,indicate
abknallen ,slam down
schuldigen ,guilty
thor ,thor
erschrocken ,frightened
lehrte ,taught
häschen ,bunny
daily ,daily
handschuh ,Glove
seide ,silk
bewaffnete ,armed
caesar ,Caesar
sklavin ,slave
leinwand ,canvas
erzählten ,told
geguckt ,looked
georgie ,Georgie
stimmts ,right
brendan ,Brendan
leichten ,light
phillips ,phillips
pistolen ,pistol
verbringst ,spend
scannen ,to scan
richmond ,Richmond
klatschen ,clap
städten ,cities
ohrringe ,earrings
präsentation ,presentation
gotham ,gotham
häuschen ,house
vermittlung ,mediation
zahnbürste ,toothbrush
feinen ,fine
blei ,lead
gönnen ,treat
schlugen ,struck
sprüche ,sayings
erreichbar ,reachable
scheißdreck ,shit
kerlen ,guys
zuverlässig ,reliable
sasha ,Sasha
aufprall ,impact
stewart ,Stewart
hochzeiten ,weddings
aneinander ,together
vorwurf ,accusation
gehörten ,heard
ausflippen ,flip out
kehrte ,turned away
sonntags ,Sunday
cyrus ,cyrus
garde ,guard
sonde ,probe
blutungen ,bleeding
roosevelt ,roosevelt
flüchtlinge ,refugees
unterhose ,underpants
scotland ,Scotland
instrumentalmusik ,instrumental music
becca ,Becca
heldin ,heroine
geschmeckt ,tasted
rod ,rod
unterstütze ,support
schluchzen ,sob
säcke ,bags
psychopath ,psychopath
madonna ,Madonna
bezeugen ,testify
massage ,massage
geschmissen ,thrown
pudding ,pudding
einzuladen ,invite
meldete ,reported
ecken ,corners
bedrohen ,threaten
lulu ,lulu
lichtjahre ,light years
line ,line
schweig ,Shut up. Be quiet
zwecklos ,pointless
teilnehmer ,participant
charley ,Charley
langeweile ,boredom
offiziellen ,official
rudi ,Rudi
verzeihe ,forgive
hässlichen ,ugly
gewidmet ,dedicated
tabak ,tobacco
ernannt ,appointed
übler ,nastier
sandwiches ,sandwiches
adoptieren ,to adopt
geistern ,ghost
sheriffs ,sheriffs
vorgesetzter ,superior
kodex ,code
südamerika ,South America
kostete ,cost
verführt ,seduced
schonen ,protect
pauline ,pauline
machtlos ,powerless
einsehen ,see
mythos ,myth
verantworten ,answer
ausschließlich ,exclusively
ahh ,ahh
pamela ,pamela
geschäften ,shops
zurückbekommen ,get back
anrufst ,call
marihuana ,marijuana
mithalten ,keep
lebenszeichen ,sign of life
woody ,Woody
anmachen ,to turn on
sklaverei ,slavery
haustier ,domestic animal
inseln ,islands
ohh ,Ohh
stützpunkt ,base
trennt ,separates
gesichtsausdruck ,facial expression
andré ,André
gesunken ,sunken
fernbedienung ,remote control
verstärkt ,reinforced
fã ,fa
markus ,Markus
element ,element
sterling ,sterling
olga ,Olga
verlegenheit ,embarrassment
metro ,metro
bruderschaft ,brotherhood
probiere ,try
wiederum ,in turn
bereitschaft ,standby
chet ,chet
börse ,stock exchange
aufsatz ,reimbursement
untergrund ,underground
versiegelt ,sealed
gegenstände ,objects
gebildet ,educated
rast ,rest
regiment ,regiment
kostenlos ,for free
ausschuss ,committee
dvd ,DVD
gesprengt ,blown up
ausweise ,ID
allan ,allan
feindliche ,enemy
irina ,Irina
feldwebel ,sergeant
zerbricht ,break
lenkt ,steers
durchdrehen ,go berserk
ausgelassen ,exuberant
kramer ,chandler
tango ,tango
respektlos ,disrespectful
stripperin ,stripper
hengst ,stallion
schwanzlutscher ,cock
löse ,loosening
banane ,banana
bloss ,just
gavin ,gavin
skinner ,Skinner
schurken ,rogue
wäscht ,wash
daraufhin ,thereupon
nico ,nico
walsh ,walsh
geschäftspartner ,Business partner
weggefahren ,drove away
psychologie ,psychology
zwing ,ping
verständigen ,communicate
belastung ,burden
bender ,bender
bindung ,binding
sherman ,Sherman
umarmt ,hugging
entkam ,escaped
gespenst ,spook
konntet ,connected
menschenleben ,lives
wurdet ,became
öde ,desolate
ursprung ,origin
geputzt ,cleaned
sektion ,section
schleppen ,drag
erfassen ,capture
terrasse ,terrace
wilhelm ,Wilhelm
unbesorgt ,unscathed
warteten ,waited
eingereicht ,submitted
sekretär ,secretary
turk ,turk
beruhigend ,soothing
angezündet ,set on fire
verbrechens ,crime
impuls ,pulse
voreilig ,hastily
peitsche ,whip
griechen ,greek
bennet ,Bennet
installiert ,Installed
verlier ,losing
rebellion ,rebellion
karin ,Karin
seemann ,sailor
bones ,bones
aufgeräumt ,cleaned up
verdiente ,deserved
elender ,miserable
sound ,sound
absturz ,crash
begleichen ,settle
orgasmus ,orgasm
toto ,toto
vögelchen ,little bird
reinkommt ,get in
renee ,Renee
benachrichtigen ,notify
kavallerie ,cavalry
allerseits ,everyone
übe ,practicing
constable ,Constable
weigern ,refuse
wirklichen ,real
aufträge ,assignments
beifall ,applause
cents ,cents
angehörigen ,relatives
damien ,Damien
resultat ,result
global ,global
pennsylvania ,Pennsylvania
warmen ,to warm
danielle ,Danielle
verbiete ,prohibition
entschuldigst ,sorry
wahlen ,choose
aufziehen ,put on
weitem ,far
verdreht ,twisted
powers ,power
vorschuss ,advance
bananen ,banana
dex ,dex
schuf ,created
beschützer ,protector
fuer ,for
wahrlich ,truly
hüften ,hip
q ,Q
betrag ,amount
hysterisch ,hysterical
schwor ,vibration
schlägerei ,brawl
flogen ,flew
bösewicht ,villain
aufwachsen ,grow up
römischen ,Roman
carolina ,Carolina
auszeichnung ,Award
riskiere ,risk
florence ,florence
ermöglichen ,make possible
komiker ,comedian
auffallen ,stand out
eingegangen ,received
kondom ,condom
besserung ,improvement
vinnie ,vinnie
karton ,cardboard
verspätet ,delayed
obhut ,care
aufführung ,performance
fraß ,frozen
abfahrt ,Departure
hydra ,Hydra
briefkasten ,mailbox
häftling ,prisoner
ezra ,Ezra
kat ,cat
unterschätzen ,underestimate
sisko ,sisko
hausfrau ,housewife
hannes ,Hannes
errichten ,erect
stapel ,stack
reparatur ,repair
pike ,pike
reste ,remnants
übereinstimmung ,accordance
entwurf ,draft
shoppen ,shop
anliegen ,issue
täuschung ,illusion
doll ,doll
eliminieren ,eliminate
verstärken ,strengthen
insassen ,inmate
mithilfe ,help
packung ,pack
u.s. ,U.S.
adressen ,addresses
kang ,kang
themen ,subjects
aufteilen ,divide
unberechenbar ,unpredictable
eingeschlagen ,braid
verklagt ,laminated
drohne ,drone
vage ,vague
hindernis ,obstacle
izzy ,izzy
qualifiziert ,qualified
solo ,solo
gierig ,greedy
schreck ,fright
verrotten ,rot
integrität ,integrity
hinterkopf ,back of the head
wundervollen ,wonderful
lo ,loop
lob ,praise
verwirren ,confuse
allgemeinen ,general
frustriert ,frustrated
ohnmacht ,fainting
autoschlüssel ,car key
erfährst ,experience
image ,image
grady ,grady
people ,peeple
unheilvolle ,ominous
kapieren ,understand
zigarren ,cigar
josé ,José
joint ,joint
nachgehen ,pursue
gedrängt ,pushed
soziale ,social
diente ,served
vieler ,many
wissenschaftliche ,scientific
dastehen ,stand up
inmitten ,midst
millie ,Millie
brannte ,burned
mengen ,amounts
ausnahmsweise ,exceptionally
silvester ,New Year's Eve
berufen ,appoint
schließfach ,locker
bunny ,bunny
kenneth ,Kenneth
tische ,tables
wasche ,Laundry
vase ,vase
einhalten ,retain
halfen ,help
übernahm ,took over
millionär ,millionaire
dreißig ,thirty
bernadette ,Bernadette
denjenigen ,those
begeisterung ,enthusiasm
forscher ,researcher
begabt ,gifted
design ,design
matthews ,Matthews
taufe ,baptism
entscheidend ,decisive
zurückhaben ,back
katrina ,Katrina
nervensäge ,nerve saw
betritt ,enter
rodrigo ,rodrigo
kuckuck ,cuckoo
veränderte ,changed
vollbracht ,accomplished
jeweils ,respectively
passende ,matching
unabhängigkeit ,independence
türe ,door
einbrechen ,collapse
folgst ,follows
lücke ,gap
jüngeren ,younger
immobilien ,property
industries ,industrial
schwangere ,pregnant woman
unfug ,nonsense
weibchen ,female
ergriffen ,seized
jahrestag ,anniversary
oleson ,oleson
fry ,fry
exzellent ,excellent
strahlen ,ray
vorgenommen ,performed
aufgezeichnet ,recorded
business ,business
depression ,depression
privates ,private
streiche ,pranks
alaska ,Alaska
frances ,frances
wänden ,walls
erwecken ,bring
sawyer ,Sawyer
männchen ,male
senken ,reduce
otis ,otis
spanische ,Spanish
beamter ,official
kommission ,Commission
fünfzig ,fifty
gedemütigt ,humiliated
gucke ,look
mehrheit ,majority
teuren ,expensive
abreißen ,tear off
komödie ,comedy
gestehe ,confess
außergewöhnliche ,extraordinary
hartes ,hard
ausprobiert ,tried out
runterkommen ,get down
tragt ,carries
spart ,saves
bälle ,balls
fahrzeuge ,vehicles
freya ,Freya
zähl ,count
verehrer ,admirer
strecken ,stretch
gegeneinander ,against each other
ausfüllen ,fill out
olive ,olive
crazy ,crazy
vermächtnis ,legacy
beteiligung ,participation
bengel ,ribbon
p. ,p.
gottverdammte ,goddammed
winzigen ,tiny
nächten ,night
ätzend ,corrosive
kapital ,capital
attacke ,attack
vorstellungsgespräch ,job interview
interessiere ,interested
medium ,medium
anwenden ,apply
hamlet ,hamlet
stockwerk ,floor
krankenhäuser ,hospitals
direkten ,direct
benötige ,need
extreme ,extreme
einzeln ,individually
traurigen ,sad
aufwärmen ,warm up
auszugehen ,go out
befreiung ,liberation
anzahlung ,down payment
jensen ,Jensen
komplex ,complex
alias ,alias
grafen ,Count
besaß ,owned
sammle ,collect
feiertage ,public holidays
stinken ,stink
franc ,franc
neela ,Neela
freiem ,free
elektrischen ,electrical
zustoßen ,bound
zerschlagen ,smash
hupt ,hull
italienische ,Italian
hingekriegt ,manages
marseille ,Marseille
columbia ,Columbia
unterschiedlich ,different
godsey ,Godsey
schichten ,layers
zielperson ,Target person
kopenhagen ,Copenhagen
furchtbares ,terrible
fürchtete ,feared
passagier ,passenger
imperium ,imperium
möcht ,want
säufer ,drunkard
verlasst ,leaves
weiser ,wise
zurückzuholen ,bring back
cho ,choir
mieter ,renter
schlösser ,Castles
privileg ,privilege
kondome ,condoms
montana ,Montana
rührend ,touching
stumme ,mute
winde ,wind
wirbel ,whirl
investoren ,investors
kakao ,cocoa
sadie ,sadie
ausgestiegen ,got out
pisse ,piss
lucifer ,lucifer
thailand ,Thailand
behälter ,container
beck ,Beck
scheußlich ,awful
kurier ,courier
abu ,Abu
decker ,deck
gereizt ,irritated
fassung ,version
leitungen ,cables
kaliber ,caliber
losgeht ,and go
gemeine ,common
wochenlang ,for weeks
zeilen ,lines
granate ,grenade
morgengrauen ,Dawn
kristall ,crystal
captains ,captains
sky ,sky
bürgerkrieg ,civil war
dulden ,tolerate
abzuhauen ,cut off
sorgte ,worried
verhandelt ,negotiated
einwände ,objection
lara ,lara
unheil ,disaster
anteile ,proportions
wiege ,cradle
yankees ,Yankees
herb ,tart
freaks ,freaks
verbietet ,forbidden
verwendung ,use
rauben ,rob
cognac ,cognac
allgemein ,generally
küsste ,kissing
unschuldiger ,innocent
evolution ,evolution
blas ,brass
vulkanier ,volcanic
inn ,inn
gratulation ,congratulations
marmelade ,jam
becken ,pool
eden ,Eden
hingegen ,however
quält ,torture
spartacus ,Spartacus
unversehrt ,unscathed
gering ,small amount
janeway ,Janeway
voilà ,voilà
jüngere ,younger
mächte ,powers
floyd ,floyd
sechsten ,sixth
produzenten ,producer
rektor ,rector
zitrone ,lemon
störungen ,disorders
reichte ,handed over
kreativ ,creative
höhlen ,caves
winchester ,Winchester
bianca ,bianca
willis ,Willis
quark ,Quark
zigeuner ,gypsy
schnarchen ,snoring
dead ,dead
ärgerlich ,annoying
angaben ,declarations
gibson ,Gibson
chili ,chili
diskretion ,discretion
armstrong ,arm strong
unterhosen ,underpants
erforderlich ,necessary
cassidy ,cassidy
auftauchte ,appear
pascha ,pasha
aussetzen ,expose
sentimental ,sentimental
empfängt ,welcomed
evakuierung ,evacuation
nebenwirkungen ,side effects
mccormick ,mccormick
erstellt ,created
vernichtung ,destruction
idiotisch ,idiotic
cocktail ,cocktail
säubern ,clean
behandelst ,treated
eingepackt ,packed
meisterwerk ,masterpiece
empfindet ,feels
bestien ,beast
unzählige ,countless
einbringen ,bring in
darryl ,darryl
spitznamen ,nickname
smoking ,tuxedo
verschwende ,wasting
iron ,Iron
misstrauen ,mistrust
spätestens ,at latest
chinese ,Chinese
cash ,cash
gilmore ,Gilmore
pfui ,Pooh
zeugenstand ,witness stand
gästezimmer ,Guest room
abflug ,departure
hungern ,hunger
verschwanden ,disappeared
serum ,serum
julio ,Julio
place ,place
phantasie ,imagination
therapeuten ,therapist
terror ,terror
bedienung ,service
beugen ,bend
trish ,trish
elise ,Elise
verriegelt ,locked
genäht ,sewn
spurensicherung ,evidence
falten ,fold
saugen ,suck
graue ,gray
ehrlicher ,more honest
walden ,walden
leichenhalle ,corpse
wärs ,would be
fels ,rock
bohren ,drill
versteckten ,hidden
desmond ,Desmond
notiert ,written down
milliarde ,billion
gebäudes ,building
pfadfinder ,scout
gorilla ,gorilla
roch ,smell
caitlin ,Caitlin
kippen ,tip
gleicht ,resembled
pflaster ,pavement
l. ,l.
benutzten ,used
anzuziehen ,to attract
verlockend ,tempting
bryce ,bryce
ampel ,traffic light
interpol ,Interpol
dodge ,dodge
technische ,technical
zimmerservice ,room service
lu ,lu
hirsch ,deer
hayley ,Hayley
verspricht ,promises
lachend ,laughing
anständiger ,decent
füllt ,filled
geschätzt ,estimated
verbündete ,ally
zuschauen ,watch
abstimmen ,vote
schwägerin ,sister in law
cybill ,cybill
deaktivieren ,deactivate
rück ,back
edmund ,Edmund
drohnen ,drone
begehrt ,coveted
gange ,gaid
sauerei ,mess
portion ,portion
beraubt ,deprived
constance ,Constance
bull ,bull
jubelt ,cheers
jugendlichen ,adolescent
bemerkung ,remark
aids ,AIDS
cate ,cate
johann ,John
hingehört ,listed
maryann ,Maryann
halskette ,necklace
istanbul ,Istanbul
been ,beings
beunruhigen ,trouble
scheren ,scissors
schweigt ,silent
brei ,porridge
antwortete ,replied
fäden ,thread
coolen ,cool
schämst ,asham
mehl ,flour
vollem ,full
aufgebrochen ,broken up
expedition ,expedition
änderung ,the change
überwachungskameras ,surveillance cameras
derer ,of those
blinder ,blind
durchzuführen ,carry out
parlament ,houses of Parliament
direkte ,direct
dawson ,Dawson
tanya ,tanya
umfeld ,environment
schrieben ,wrote
michigan ,Michigan
auffliegen ,fly up
woman ,woman
hergeschickt ,sent
vormachen ,show off
vorstrafen ,precede
hingeht ,goes
grauenvoll ,horrible
schwiegermutter ,mother-in-law
lehrt ,teaches
langley ,langley
erwürgt ,struggled
tassen ,cups
seuche ,plague
zauberspruch ,Magic spell
lucien ,Lucien
läufer ,runner
drive ,drive
effektiv ,effectively
nord ,north
callie ,callie
hu ,HU
auskommen ,get out
heitere ,cheerful
jupiter ,Jupiter
nuss ,nut
trauzeuge ,Best man
steinen ,stone
puh ,phew
österreich ,Austria
einkommen ,income
vereinigung ,Union
mittelpunkt ,Focus
page ,page
andeuten ,indicate
helene ,Helene
unverständliche ,incomprehensible
anschein ,appearance
höflichkeit ,courtesy
aufzeichnung ,recording
komplikationen ,complications
aufsteigen ,rising up
gehorcht ,obey
hollow ,Hollow
gefällig ,pleasant
schlicht ,simple
ausgestattet ,fitted
reiße ,tear
nachdenke ,thinking
parks ,parks
anstrengen ,exert
richterin ,judge
bindet ,bind
alternativen ,alternatives
verabschiede ,farewell
vito ,vito
abgeht ,pass
dämlichen ,stupid
edie ,edie
druckmittel ,leverage
schweben ,hover
ankamen ,arrived
crack ,crack
formular ,form
festzuhalten ,hold onto
architekt ,architect
runtergefallen ,fell
eindringling ,intruder
wahlkampf ,election campaign
country ,country
staunen ,be amazed
lagern ,to store
gewissermaßen ,in a way
sinnen ,sin
verbraucht ,consumed
bremse ,brake
idiotin ,idiot
gleichgültig ,indifferent
gefangenschaft ,captivity
daktari ,daktari
russ ,soot
westlich ,west
men ,men
nixon ,Nixon
samt ,velvet
mail ,mail
laurie ,Laurie
vorhanden ,available
bestell ,Order
klara ,clear
only ,only
face ,face
hinbekommen ,get
adoption ,adoption
handelte ,acted
verrätst ,trial
hinterm ,behind the
rande ,edge
break ,break
reinziehen ,pull into
zart ,tender
ewigkeiten ,ages
immunität ,immunity
eingelassen ,embedded
gewettet ,betted
ergab ,resulted in
ausgesagt ,said
studiere ,study
malt ,paint
tonne ,ton
regle ,regulation
borgen ,borrow
spezialeinheit ,special unit
behandle ,treating
zerreißen ,tear
hermann ,Hermann
übergebe ,hand over
alma ,alma
wanze ,bug
zeugnis ,transcript
örtlichen ,local
phänomen ,phenomenon
umgeht ,pass
weitaus ,far
polizeirevier ,police station
öfters ,more often
erreiche ,achievement
produkte ,Products
misch ,mixed
beklagen ,complain
schurke ,villain
kleinere ,smaller
sonnenbrille ,sunglasses
strenge ,strictness
phantom ,phantom
verdoppeln ,double
zuzugeben ,admit
titelseite ,title page
schwiegervater ,father in law
abscheulich ,hidden
nigel ,nigel
kleinigkeiten ,little things
kompass ,compass
yoga ,yoga
elektrische ,electrical
gewirkt ,acted
kaviar ,caviar
reiben ,rub
plage ,plague
erziehen ,educate
bekäme ,get
streife ,patrol
erhoben ,raised
analysiert ,analyzed
norwegen ,Norway
kappe ,cap
iran ,Iran
aufzustehen ,get up
volles ,full
hebel ,lever
urin ,urine
iren ,Irish
triumph ,triumph
begrenzt ,limited
ham ,ham
gil ,Gil
streichhölzer ,matches
martinez ,Martinez
erscheinung ,appearance
neid ,envy
tabu ,taboo
eyes ,eyes
berechnungen ,calculations
auskunft ,information
dänemark ,Denmark
hintergangen ,declined
flint ,flint
patronen ,cartridges
wiederkommt ,come back
gefährliches ,dangerous
erweitern ,expand
bereut ,regretted
cherry ,cherry
ami ,Ami
won ,won
shh ,shh
übernimm ,assumed
waffenstillstand ,armistice
banks ,bank
sonia ,Sonia
vorkommt ,occurs
astronauten ,astronauts
virgil ,virgil
kreislauf ,circuit
nash ,wet
richtungen ,directions
sicherzugehen ,to ensure
weggerannt ,run away
widerfahren ,happen
lebensunterhalt ,livelihood
hintereinander ,behind each other
dingern ,things
angreift ,attacked
ziegen ,goat
außenseiter ,outsider
crockett ,crockett
nummernschild ,license plate
steuerbord ,taxboard
leidenschaftlich ,passionate
autoren ,authors
kümmerte ,cared for
auflösen ,dissolve
quietscht ,squeaky
gereinigt ,cleaned
verschonen ,spare
großgezogen ,raised
backe ,jaw
mina ,mina
cafeteria ,cafeteria
zusammenbleiben ,stay together
bekomm ,get
bedauere ,regret
zugesagt ,agreed
jr ,jr
fix ,fix
schwur ,oath
bewaffneten ,armed
höchstpersönlich ,personally
giovanni ,Giovanni
anrufer ,caller
rutsch ,slide
supergirl ,super girl
juliet ,Juliet
blutbad ,bloodbath
bankrott ,bankrupt
bear ,bear
bräute ,brides
foreman ,foreman
losfahren ,drive off
atemzug ,breath
legenden ,legend
kopfgeld ,bounty
nadeln ,needles
señora ,Señora
johns ,Johns
otaru ,otaru
nils ,Nils
papagei ,parrot
wärmer ,warmer
groll ,resentment
ketchup ,Ketchup
aktionen ,Actions
nahen ,sew
gestolpert ,stumbled
feiertag ,holiday
latte ,bar
erwischte ,caught
spitzname ,nickname
hardcastle ,hardcastle
senior ,Senior
weht ,blows
verfolgte ,persecuted
angeber ,show -off
befassen ,deal with
fantasien ,fantasies
befreie ,free
einfangen ,capture
prophet ,prophet
grundlos ,without reason
abzuschließen ,complete
engen ,narrow
signor ,signor
haha ,haha
handwerk ,craft
daddys ,daddys
schert ,scales
lose ,loose
verantwortlichen ,responsible
höchstwahrscheinlich ,most likely
pervers ,perverse
mitgeteilt ,communicated
interviews ,interviews
zugefügt ,added
vermieter ,landlord
aßen ,ate
truhe ,chest
moralische ,moral
blondine ,blonde
alvarez ,Alvarez
